target,text
spam,#ERROR!
ham,Am i that much dirty fellow?
ham,No da..today also i forgot..
ham,Ü only send me the contents page...
ham,"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!"
ham,Pick you up bout 7.30ish? What time are  and that going?
ham,I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...
ham,"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!"
ham,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt
ham,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.
ham,"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz..."
ham,Hi dude hw r u da realy mising u today
spam,You can donate £2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. £2.50 will be added to your next bill
ham,Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.
ham,Apps class varaya elaya.
spam,"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p"
ham,"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah"
ham,I to am looking forward to all the sex cuddling.. Only two more sleeps
ham,"Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But, its a miracle to Love a person who can't Love anyone except U... Gud nyt..."
ham,Argh why the fuck is nobody in town ;_;
ham,You see the requirements please
ham,No:-)i got rumour that you going to buy apartment in chennai:-)
ham,Gam gone after outstanding innings.
spam,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow
ham,Yeah get the unlimited
ham,"Are you being good, baby? :)"
ham,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up
ham,My phone
ham,"I've got  &lt;#&gt; , any way I could pick up?"
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906
ham,No problem baby. Is this is a good time to talk? I called and left a message.
ham,"Alright omw, gotta change my order to a half8th"
ham,Cos i want it to be your thing
ham,I.ll get there tomorrow and send it to you
ham,I wonder if you'll get this text?
ham,Have a good evening! Ttyl
ham,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?
ham,"Night night, see you tomorrow"
ham,Happy valentines day I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st...
spam,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm
ham,Alright i have a new goal now
ham,Boy you best get yo ass out here quick
spam,500 free text msgs. Just text ok to 80488 and we'll credit your account
ham,You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.
ham,I just really need shit before tomorrow and I know you won't be awake before like 6
ham,Went to ganesh dress shop
ham,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !"
ham,I'm aight. Wat's happening on your side.
ham,Dont gimme that lip caveboy
ham,So are you guys asking that i get that slippers again or its gone with last year
ham,Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.
ham,And now electricity just went out fml.
ham,K then 2marrow are you coming to class.
ham,&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here
ham,How are you. Just checking up on you
ham,No my mum went 2 dentist.
spam,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!
ham,"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served"
ham,Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu
ham,With my sis lor... We juz watched italian job.
ham,K...k...when will you give treat?
ham,"whatever, im pretty pissed off."
spam,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201
ham,"Aight, let me know when you're gonna be around usf"
ham,I'm in school now n i'll be in da lab doing some stuff give me a call when ü r done.
spam,todays vodafone numbers ending with 0089(my last four digits) are selected to received a £350 award. If your number matches please call 09063442151 to claim your £350 award
ham,U reach orchard already? U wan 2 go buy tickets first?
ham,Thank You meet you monday
ham,Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50
spam,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.
ham,Were trying to find a Chinese food place around here
ham,I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...
ham,Just glad to be talking to you.
ham,She doesnt need any test.
ham,"Ya, told..she was asking wats matter?"
ham,Some are lasting as much as 2 hours. You might get lucky.
ham,I am going to film 2day da. At 6pm. Sorry da.
ham,Aiyah e rain like quite big leh. If drizzling i can at least run home.
ham,I'm at home. Please call
ham,"Babe, I need your advice"
spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p"
spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p"
ham,"And that is the problem. You walk around in ""julianaland"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad."
ham,Hey i've booked the 2 lessons on sun liao...
spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p"
ham,Are you planning to come chennai?
ham,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?
ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow
spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901
ham,Its too late:)but its k.wish you the same.
spam,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.
ham,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ..."
ham,After the drug she will be able to eat.
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8"
ham,Now am free call me pa.
ham,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN
ham,"Yes, my reg is  Ciao!"
ham,Minimum walk is 3miles a day.
ham,But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.
ham,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt..."
ham,"life alle mone,eppolum oru pole allalo"
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas"
spam,"accordingly. I repeat, just text the word ok on your mobile phone and send"
ham,"SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY, ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP..."
ham,Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.
ham,"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me."
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"
ham,Just come home. I don't want u to be miserable
ham,Hope youre not having too much fun without me!! see u tomorrow love jess x
ham,You will go to walmart. I.ll stay.
ham,"We made it! Eta at taunton is 12:30 as planned, hope that‘s still okday?! Good to see you! :-xx"
ham,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-)
ham,Yup. Thk of u oso boring wat.
ham,Hi Princess! Thank you for the pics. You are very pretty. How are you?
ham,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
ham,Prabha..i'm soryda..realy..frm heart i'm sory
ham,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;
ham,You tell what happen dont behave like this to me. Ok no need to say
ham,S but mostly not like that.
ham,"I just got home babe, are you still awake ?"
ham,Carry on not disturbing both of you
ham,Not a drop in the tank
ham,1's reach home call me.
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
ham,Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.
ham,Aiyo cos i sms ü then ü neva reply so i wait 4 ü to reply lar. I tot ü havent finish ur lab wat.
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
ham,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola
ham,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.
spam,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n
ham,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)"
ham,"And how you will do that, princess? :)"
spam,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062."
ham,Ranjith cal drpd Deeraj and deepak 5min hold
ham,"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)"
ham,Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-)
ham,26th OF JULY
spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary"
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
ham,"Nah I don't think he goes to usf, he lives around here though"
ham,Ok
ham,He telling not to tell any one. If so treat for me hi hi hi
ham,Ok...
ham,Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.
ham,U 2.
ham,"Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)"
ham,Match started.india  &lt;#&gt;  for 2
ham,Quite lor. But dun tell him wait he get complacent...
ham,Yeah I don't see why not
ham,Ok... Help me ask if she's working tmr a not?
ham,I'm always looking for an excuse to be in the city.
ham,Waiting for your call.
ham,Where are you call me.
ham,"It‘s £6 to get in, is that ok?"
ham,Lol I would but despite these cramps I like being a girl.
ham,No da if you run that it activate the full version da.
ham,"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt;"
spam,How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?
ham,Just hopeing that wasn‘t too pissed up to remember and has gone off to his sisters or something!
ham,"Haha yeah I see that now, be there in a sec"
ham,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?"
ham,"Feb  &lt;#&gt;  is ""I LOVE U"" day. Send dis to all ur ""VALUED FRNDS"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr"
ham,Man this bus is so so so slow. I think you're gonna get there before me
ham,Pls go there today  &lt;#&gt; . I dont want any excuses
ham,V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-)
ham,Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?
ham,O we cant see if we can join denis and mina? Or does denis want alone time
ham,And by when you're done I mean now
ham,at bruce b downs &amp; fletcher now
ham,"That's very rude, you on campus?"
ham,Left dessert. U wan me 2 go suntec look 4 u?
ham,I think the other two still need to get cash but we can def be ready by 9
ham,Yeah. I got a list with only u and Joanna if I'm feeling really anti social
ham,"Probably gonna be here for a while, see you later tonight &lt;)"
ham,I think it's all still in my car
ham,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts
ham,It vl bcum more difficult..
spam,You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!
ham,"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)"
ham,"I've got ten bucks, jay is being noncomittal"
ham,You do what all you like
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
spam,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
ham,Cramps stopped. Going back to sleep
ham,Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house
ham,Oh... Okie lor...We go on sat...
ham,Forgot to tell ü smth.. Can ü like number the sections so that it's clearer..
ham,"Customer place, i wil cal u sir."
ham,How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.
spam,"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)"
ham,Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!
ham,Sian... Aft meeting supervisor got work 2 do liao... U working now?
ham,Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color
ham,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise."
ham,Ok thanx...
ham,Huh so fast... Dat means u havent finished painting?
ham,Hahaha..use your brain dear
ham,"I'll text carlos and let you know, hang on"
ham,Another month. I need chocolate weed and alcohol.
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!"
ham,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...
ham,What * u wearing?
ham,I wont do anything de.
ham,Mum ask ü to buy food home...
ham,What makes you most happy?
ham,TaKe CaRE n gET WeLL sOOn
ham,Haiyoh... Maybe your hamster was jealous of million
ham,"Awesome, I remember the last time we got somebody high for the first time with diesel :V"
spam,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW
spam,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!
spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+
ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '"
ham,Ard 6 like dat lor.
spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU
ham,"Sorry, I'll call later"
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
ham,Nobody can decide where to eat and dad wants Chinese
ham,Oh k...i'm watching here:)
ham,Stop knowing me so well!
ham,Havent.
spam,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..
spam,"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT"
spam,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.
ham,X course it 2yrs. Just so her messages on messenger lik you r sending me
ham,My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!
ham,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18"
ham,I emailed yifeng my part oredi.. Can ü get it fr him..
ham,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.
ham,Thanx 4 e brownie it's v nice...
ham,Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx
ham,Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.
spam,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p"
ham,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. .."
ham,Tell me again what your address is
ham,Also remember to get dobby's bowl from your car
ham,Have a safe trip to Nigeria. Wish you happiness and very soon company to share moments with
ham,Can you do a mag meeting this avo at some point?
ham,What Today-sunday..sunday is holiday..so no work..
spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase
ham,"Lol, oh you got a friend for the dog ?"
ham,"Damn, can you make it tonight or do you want to just wait til tomorrow"
ham,I didnt get anything da
ham,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you"
ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e"
ham,Yes... I trust u to buy new stuff ASAP so I can try it out
ham,Great to hear you are settling well. So what's happenin wit ola?
ham,Sac needs to carry on:)
spam,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
ham,Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit
ham,Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...
ham,"I love you !!! You know? Can you feel it? Does it make your belly warm? I wish it does, my love ... I shall meet you in your dreams, Ahmad ... *adoring kiss*"
ham,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-)
ham,"Aight, tomorrow around  &lt;#&gt;  it is"
ham,Ok lor. Msg me b4 u call.
ham,Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks
ham,I'm fine. Hope you are good. Do take care.
ham,Sir send to group mail check it.
ham,Not sure I have the stomach for it ...
ham,"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?"""
ham,Fuck babe ... What happened to you ? How come you never came back?
ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
ham,What you doing?how are you?
ham,"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?"
spam,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
ham,Those ducking chinchillas
ham,"Evening * v good if somewhat event laden. Will fill you in, don't you worry … Head * ok but throat * wrecked. See you at six then!"
ham,Are you staying in town ?
ham,"I'm home, my love ... If your still awake ... *loving kiss*"
spam,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..
ham,Finish already... Yar they keep saying i mushy... I so embarrassed ok...
ham,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. Its the least a unique person like u deserve. Sleep tight or morning
spam,"Latest Nokia Mobile or iPOD MP3 Player +£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.£1,50/Mtmsgrcvd18+"
spam,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m)
ham,Ok. Me watching tv too.
ham,Y lei?
ham,"Haven't seen my facebook, huh? Lol!"
ham,"Sir, I am waiting for your mail."
ham,"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea"
ham,Jesus armand really is trying to tell everybody he can find
ham,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks
ham,Hey mate. Spoke to the mag people. We‘re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later.
ham,I'm in a movie... Collect car oredi...
ham,So dont use hook up any how
ham,Yar... I tot u knew dis would happen long ago already.
ham,My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...
ham,U studying in sch or going home? Anyway i'll b going 2 sch later.
ham,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED
ham,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.
ham,"Hey elaine, is today's meeting still on?"
spam,"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only £1.50/week. SavaMob - offers mobile!"
ham,I wanna watch that movie
ham,Oh k:)after that placement there ah?
ham,Get me out of this dump heap. My mom decided to come to lowes. BORING.
ham,"Sorry, I'll call later"
ham,"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite"
ham,"Don't worry, * is easy once have ingredients!"
ham,Dear reached railway. What happen to you
ham,Are you comingdown later?
spam,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive £5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else...."
ham,How do you guys go to see movies on your side.
ham,Don know:)this week i'm going to tirunelvai da.
ham,Whats the staff name who is taking class for us?
ham,The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.
ham,Alright. I'm out--have a good night!
ham,Mm so you asked me not to call radio
ham,"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com"
ham,You bad girl. I can still remember them
ham,Yunny i'm walking in citylink now ü faster come down... Me very hungry...
spam,URGENT! Your Mobile number has been awarded with a £2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only
ham,"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)"
ham,Babe ? I lost you ... :-(
spam,You have 1 new voicemail. Please call 08719181513.
ham,what I meant to say is cant wait to see u again getting bored of this bridgwater banter
ham,Ard 4 lor...
spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.
ham,Did u got that persons story
ham,Wat's my dear doing? Sleeping ah?
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...
ham,"see you then, we're all christmassy here!"
spam,UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub
ham,Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.
ham,Will be office around 4 pm. Now i am going hospital.
ham,I can make lasagna for you... vodka...
ham,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx
ham,Hi Petey!noim ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x
spam,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service"
ham,"K, can that happen tonight?"
ham,Send me your id and password
ham,Yes! I am a one woman man! Please tell me your likes and dislikes in bed...
ham,"Aight, text me tonight and we'll see what's up"
ham,"K I'm leaving soon, be there a little after 9"
ham,You getting back any time soon?
ham,AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.
ham,"Not for possession, especially not first offense"
ham,"Hey , is * rite u put »10 evey mnth is that all?"
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+
ham,meet you in corporation st outside gap … you can see how my mind is working!
ham,"Just making dinner, you ?"
ham,No b4 Thursday
ham,"Hello, As per request from  &lt;#&gt;  Rs.5 has been transfered to you"
ham,"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for"
ham,Ok. I.ll do you right later.
ham,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning"
ham,Eat jap done oso aft ur lect wat... Ü got lect at 12 rite...
ham,This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate"
spam,YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
ham,"It'll be tough, but I'll do what I have to"
ham,Ok lor ü reaching then message me.
ham,Hey i'm bored... So i'm thinking of u... So wat r u doing?
ham,Yes but I don't care cause I know its there!
ham,"YEH I AM DEF UP4 SOMETHING SAT,JUST GOT PAYED2DAY & I HAVBEEN GIVEN A£50 PAY RISE 4MY WORK & HAVEBEEN MADE PRESCHOOLCO-ORDINATOR 2I AM FEELINGOOD LUV"
ham,Sorry me going home first... Daddy come fetch ü later...
ham,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM
ham,Guai... Ü shd haf seen him when he's naughty... Ü so free today? Can go jogging...
ham,Ü neva tell me how i noe... I'm not at home in da aft wat...
ham,If i said anything wrong sorry de:-)
ham,I am in hospital da. . I will return home in evening
